Ranking position,Country,Category,Items,Original Currency,Original Currency Value,Exchanged Currency,Exchanged Currency Value,PIB anual,SMI (dolares),SMI (euros)
63,SOUTH AFRICA,Entertainment,1 cocktail drink in downtown club,ZAR,R 67,EUR,(€3.15),384.964 M€,"251,3 $","224,7 €"
63,SOUTH AFRICA,Entertainment,Cappuccino in expat area of the city,ZAR,R 35,EUR,(€1.64),384.964 M€,"251,3 $","224,7 €"
63,SOUTH AFRICA,Entertainment,1 beer in neighbourhood pub (500ml or 1pt.),ZAR,R 31,EUR,(€1.49),384.964 M€,"251,3 $","224,7 €"
63,SOUTH AFRICA,Entertainment,Ipad wi-fi 128gb,ZAR,"R 8,758",EUR,(€415),384.964 M€,"251,3 $","224,7 €"
63,SOUTH AFRICA,Entertainment,1 min. of prepaid mobile tariff (no discounts or plans),ZAR,R 1.59,EUR,(€0.08),384.964 M€,"251,3 $","224,7 €"
63,SOUTH AFRICA,Entertainment,1 month of gym membership in business district,ZAR,R 479,EUR,(€23),384.964 M€,"251,3 $","224,7 €"
63,SOUTH AFRICA,Entertainment,1 package of marlboro cigarettes,ZAR,R 49,EUR,(€2.31),384.964 M€,"251,3 $","224,7 €"
64,FIJI,Food,Basic lunchtime menu (including a drink) in the business district,FJD,18 FJ$,EUR,(€7),,,
64,FIJI,Food,Combo meal in fast food restaurant (big mac meal or similar),FJD,15 FJ$,EUR,(€6),,,
64,FIJI,Food,500 gr (1 lb.) of boneless chicken breast,FJD,8 FJ$,EUR,(€3.11),,,
64,FIJI,Food,1 liter (1 qt.) of whole fat milk,FJD,2.41 FJ$,EUR,(€0.98),,,
64,FIJI,Food,"12 eggs, large",FJD,14 FJ$,EUR,(€5.59),,,
64,FIJI,Food,1 kg (2 lb.) of tomatoes,FJD,17 FJ$,EUR,(€7),,,
64,FIJI,Food,500 gr (16 oz.) of local cheese,FJD,17 FJ$,EUR,(€7),,,
64,FIJI,Food,1 kg (2 lb.) of apples,FJD,4.13 FJ$,EUR,(€1.68),,,
64,FIJI,Food,1 kg (2 lb.) of potatoes,FJD,2.54 FJ$,EUR,(€1.03),,,
64,FIJI,Food,0.5 l (16 oz) domestic beer in the supermarket,FJD,3.71 FJ$,EUR,(€1.51),,,
64,FIJI,Food,"1 bottle of red table wine, good quality",FJD,17 FJ$,EUR,(€7),,,
64,FIJI,Food,2 liters of coca-cola,FJD,4.45 FJ$,EUR,(€1.82),,,
64,FIJI,Food,Bread for 2 people for 1 day,FJD,1.81 FJ$,EUR,(€0.74),,,
64,FIJI,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in expensive area,FJD,"1,684 FJ$",EUR,(€686),,,
64,FIJI,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,FJD,836 FJ$,EUR,(€341),,,
64,FIJI,Housing,"Utilities 1 month (heating, electricity, gas ...) for 2 people in 85m2 flat",FJD,301 FJ$,EUR,(€123),,,
64,FIJI,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,FJD,"1,019 FJ$",EUR,(€415),,,
64,FIJI,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,FJD,"1,116 FJ$",EUR,(€455),,,
64,FIJI,Housing,"Utilities 1 month (heating, electricity, gas ...) for 1 person in 45 m2 (480 sqft) studio",FJD,248 FJ$,EUR,(€101),,,
64,FIJI,Housing,Internet 8 mbps (1 month),FJD,65 FJ$,EUR,(€27),,,
64,FIJI,Housing,40” flat screen tv,FJD,"1,445 FJ$",EUR,(€589),,,
64,FIJI,Housing,"Microwave 800/900 watt (bosch, panasonic, lg, sharp, or equivalent brands)",FJD,467 FJ$,EUR,(€190),,,
64,FIJI,Housing,Laundry detergent (3 l. ~ 100 oz.),FJD,13 FJ$,EUR,(€5.19),,,
64,FIJI,Housing,Hourly rate for cleaning help,FJD,6 FJ$,EUR,(€2.55),,,
64,FIJI,Clothes,1 pair of jeans (levis 501 or similar),FJD,40 FJ$,EUR,(€16),,,
64,FIJI,Clothes,"1 summer dress in a high street store (zara, h&m or similar retailers)",FJD,25 FJ$,EUR,(€10),,,
64,FIJI,Clothes,"1 pair of sport shoes (nike, adidas, or equivalent brands)",FJD,120 FJ$,EUR,(€49),,,
64,FIJI,Clothes,1 pair of men’s leather business shoes,FJD,150 FJ$,EUR,(€61),,,
64,FIJI,Transportation,"Volkswagen golf 1.4 tsi 150 cv (or equivalent), with no extras, new",FJD,"35,000 FJ$",EUR,"(€14,260)",,,
64,FIJI,Transportation,1 liter (1/4 gallon) of gas,FJD,3.12 FJ$,EUR,(€1.27),,,
64,FIJI,Transportation,Monthly ticket public transport,FJD,47 FJ$,EUR,(€19),,,
64,FIJI,Personal Care,"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",FJD,10 FJ$,EUR,(€4.11),,,
64,FIJI,Personal Care,1 box of antibiotics (12 doses),FJD,7 FJ$,EUR,(€2.87),,,
64,FIJI,Personal Care,Short visit to private doctor (15 minutes),FJD,70 FJ$,EUR,(€29),,,
64,FIJI,Personal Care,"1 box of 32 tampons (tampax, ob, ...)",FJD,6.00 FJ$,EUR,(€2.44),,,
64,FIJI,Personal Care,"Deodorant, roll-on (50ml ~ 1.5 oz.)",FJD,6 FJ$,EUR,(€2.55),,,
64,FIJI,Personal Care,Hair shampoo 2-in-1 (400 ml ~ 12 oz.),FJD,6 FJ$,EUR,(€2.46),,,
64,FIJI,Personal Care,4 rolls of toilet paper,FJD,3.49 FJ$,EUR,(€1.42),,,
64,FIJI,Personal Care,Tube of toothpaste,FJD,3.68 FJ$,EUR,(€1.50),,,
64,FIJI,Personal Care,Standard men's haircut in expat area of the city,FJD,8 FJ$,EUR,(€3.12),,,
64,FIJI,Entertainment,Basic dinner out for two in neighborhood pub,FJD,30 FJ$,EUR,(€12),,,
64,FIJI,Entertainment,2 tickets to the movies,FJD,18 FJ$,EUR,(€7),,,
64,FIJI,Entertainment,2 tickets to the theater (best available seats),FJD,-,EUR,-,,,
64,FIJI,Entertainment,"Dinner for two at an italian restaurant in the expat area including appetisers, main course, wine and dessert",FJD,50 FJ$,EUR,(€20),,,
64,FIJI,Entertainment,1 cocktail drink in downtown club,FJD,11 FJ$,EUR,(€4.31),,,
64,FIJI,Entertainment,Cappuccino in expat area of the city,FJD,7 FJ$,EUR,(€2.65),,,
64,FIJI,Entertainment,1 beer in neighbourhood pub (500ml or 1pt.),FJD,6 FJ$,EUR,(€2.46),,,
64,FIJI,Entertainment,Ipad wi-fi 128gb,FJD,"2,000 FJ$",EUR,(€815),,,
64,FIJI,Entertainment,1 min. of prepaid mobile tariff (no discounts or plans),FJD,0.19 FJ$,EUR,(€0.08),,,
64,FIJI,Entertainment,1 month of gym membership in business district,FJD,100 FJ$,EUR,(€41),,,
64,FIJI,Entertainment,1 package of marlboro cigarettes,FJD,10 FJ$,EUR,(€4.07),,,
65,PHILIPPINES,Food,Basic lunchtime menu (including a drink) in the business district,PHP,Php235,EUR,(€3.83),,,
65,PHILIPPINES,Food,Combo meal in fast food restaurant (big mac meal or similar),PHP,Php201,EUR,(€3.27),,,
65,PHILIPPINES,Food,500 gr (1 lb.) of boneless chicken breast,PHP,Php131,EUR,(€2.12),,,
65,PHILIPPINES,Food,1 liter (1 qt.) of whole fat milk,PHP,Php94,EUR,(€1.53),,,
65,PHILIPPINES,Food,"12 eggs, large",PHP,Php125,EUR,(€2.03),,,
65,PHILIPPINES,Food,1 kg (2 lb.) of tomatoes,PHP,Php90,EUR,(€1.47),,,
65,PHILIPPINES,Food,500 gr (16 oz.) of local cheese,PHP,Php222,EUR,(€3.62),,,
65,PHILIPPINES,Food,1 kg (2 lb.) of apples,PHP,Php158,EUR,(€2.57),,,
65,PHILIPPINES,Food,1 kg (2 lb.) of potatoes,PHP,Php108,EUR,(€1.76),,,
65,PHILIPPINES,Food,0.5 l (16 oz) domestic beer in the supermarket,PHP,Php67,EUR,(€1.09),,,
65,PHILIPPINES,Food,"1 bottle of red table wine, good quality",PHP,Php521,EUR,(€8),,,
65,PHILIPPINES,Food,2 liters of coca-cola,PHP,Php105,EUR,(€1.70),,,
65,PHILIPPINES,Food,Bread for 2 people for 1 day,PHP,Php71,EUR,(€1.16),,,
65,PHILIPPINES,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in expensive area,PHP,"Php82,104",EUR,"(€1,336)",,,
65,PHILIPPINES,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,PHP,"Php41,067",EUR,(€668),,,
65,PHILIPPINES,Housing,"Utilities 1 month (heating, electricity, gas ...) for 2 people in 85m2 flat",PHP,"Php5,331",EUR,(€87),,,
65,PHILIPPINES,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,PHP,"Php29,520",EUR,(€480),,,
65,PHILIPPINES,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,PHP,"Php15,542",EUR,(€253),,,
65,PHILIPPINES,Housing,"Utilities 1 month (heating, electricity, gas ...) for 1 person in 45 m2 (480 sqft) studio",PHP,"Php4,697",EUR,(€76),,,
65,PHILIPPINES,Housing,Internet 8 mbps (1 month),PHP,"Php1,923",EUR,(€31),,,
65,PHILIPPINES,Housing,40” flat screen tv,PHP,"Php17,521",EUR,(€285),,,
65,PHILIPPINES,Housing,"Microwave 800/900 watt (bosch, panasonic, lg, sharp, or equivalent brands)",PHP,"Php4,929",EUR,(€80),,,
65,PHILIPPINES,Housing,Laundry detergent (3 l. ~ 100 oz.),PHP,Php355,EUR,(€5.78),,,
65,PHILIPPINES,Housing,Hourly rate for cleaning help,PHP,Php218,EUR,(€3.54),,,
65,PHILIPPINES,Clothes,1 pair of jeans (levis 501 or similar),PHP,"Php2,267",EUR,(€37),,,
65,PHILIPPINES,Clothes,"1 summer dress in a high street store (zara, h&m or similar retailers)",PHP,"Php1,633",EUR,(€27),,,
65,PHILIPPINES,Clothes,"1 pair of sport shoes (nike, adidas, or equivalent brands)",PHP,"Php3,996",EUR,(€65),,,
65,PHILIPPINES,Clothes,1 pair of men’s leather business shoes,PHP,"Php3,758",EUR,(€61),,,
65,PHILIPPINES,Transportation,"Volkswagen golf 1.4 tsi 150 cv (or equivalent), with no extras, new",PHP,"Php1,178,650",EUR,"(€19,182)",,,
65,PHILIPPINES,Transportation,1 liter (1/4 gallon) of gas,PHP,Php74,EUR,(€1.21),,,
65,PHILIPPINES,Transportation,Monthly ticket public transport,PHP,Php705,EUR,(€11),,,
65,PHILIPPINES,Personal Care,"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",PHP,Php426,EUR,(€7),,,
65,PHILIPPINES,Personal Care,1 box of antibiotics (12 doses),PHP,"Php1,372",EUR,(€22),,,
65,PHILIPPINES,Personal Care,Short visit to private doctor (15 minutes),PHP,Php950,EUR,(€15),,,
65,PHILIPPINES,Personal Care,"1 box of 32 tampons (tampax, ob, ...)",PHP,Php205,EUR,(€3.34),,,
65,PHILIPPINES,Personal Care,"Deodorant, roll-on (50ml ~ 1.5 oz.)",PHP,Php185,EUR,(€3.01),,,
65,PHILIPPINES,Personal Care,Hair shampoo 2-in-1 (400 ml ~ 12 oz.),PHP,Php180,EUR,(€2.93),,,
65,PHILIPPINES,Personal Care,4 rolls of toilet paper,PHP,Php108,EUR,(€1.76),,,
65,PHILIPPINES,Personal Care,Tube of toothpaste,PHP,Php132,EUR,(€2.16),,,
65,PHILIPPINES,Personal Care,Standard men's haircut in expat area of the city,PHP,Php284,EUR,(€4.63),,,
65,PHILIPPINES,Entertainment,Basic dinner out for two in neighborhood pub,PHP,Php814,EUR,(€13),,,
65,PHILIPPINES,Entertainment,2 tickets to the movies,PHP,Php673,EUR,(€11),,,
65,PHILIPPINES,Entertainment,2 tickets to the theater (best available seats),PHP,"Php1,612",EUR,(€26),,,
65,PHILIPPINES,Entertainment,"Dinner for two at an italian restaurant in the expat area including appetisers, main course, wine and dessert",PHP,"Php1,626",EUR,(€26),,,
65,PHILIPPINES,Entertainment,1 cocktail drink in downtown club,PHP,Php307,EUR,(€5.00),,,
65,PHILIPPINES,Entertainment,Cappuccino in expat area of the city,PHP,Php167,EUR,(€2.71),,,
65,PHILIPPINES,Entertainment,1 beer in neighbourhood pub (500ml or 1pt.),PHP,Php78,EUR,(€1.28),,,
65,PHILIPPINES,Entertainment,Ipad wi-fi 128gb,PHP,"Php14,492",EUR,(€236),,,
65,PHILIPPINES,Entertainment,1 min. of prepaid mobile tariff (no discounts or plans),PHP,Php8,EUR,(€0.13),,,
65,PHILIPPINES,Entertainment,1 month of gym membership in business district,PHP,"Php2,774",EUR,(€45),,,
65,PHILIPPINES,Entertainment,1 package of marlboro cigarettes,PHP,Php149,EUR,(€2.42),,,
66,INDONESIA,Food,Basic lunchtime menu (including a drink) in the business district,IDR,"Rp 46,122",EUR,(€2.81),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,Combo meal in fast food restaurant (big mac meal or similar),IDR,"Rp 54,656",EUR,(€3.33),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,500 gr (1 lb.) of boneless chicken breast,IDR,"Rp 27,756",EUR,(€1.69),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,1 liter (1 qt.) of whole fat milk,IDR,"Rp 19,917",EUR,(€1.21),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,"12 eggs, large",IDR,"Rp 28,266",EUR,(€1.72),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,1 kg (2 lb.) of tomatoes,IDR,"Rp 18,627",EUR,(€1.13),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,500 gr (16 oz.) of local cheese,IDR,"Rp 55,732",EUR,(€3.40),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,1 kg (2 lb.) of apples,IDR,"Rp 43,429",EUR,(€2.65),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,1 kg (2 lb.) of potatoes,IDR,"Rp 21,967",EUR,(€1.34),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,0.5 l (16 oz) domestic beer in the supermarket,IDR,"Rp 34,412",EUR,(€2.10),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,"1 bottle of red table wine, good quality",IDR,"Rp 337,317",EUR,(€21),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,2 liters of coca-cola,IDR,"Rp 22,667",EUR,(€1.38),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Food,Bread for 2 people for 1 day,IDR,"Rp 17,971",EUR,(€1.09),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in expensive area,IDR,"Rp 17,957,200",EUR,"(€1,094)",1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,IDR,"Rp 9,277,030",EUR,(€565),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,"Utilities 1 month (heating, electricity, gas ...) for 2 people in 85m2 flat",IDR,"Rp 839,808",EUR,(€51),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,IDR,"Rp 7,265,990",EUR,(€443),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,IDR,"Rp 4,054,970",EUR,(€247),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,"Utilities 1 month (heating, electricity, gas ...) for 1 person in 45 m2 (480 sqft) studio",IDR,"Rp 1,282,180",EUR,(€78),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,Internet 8 mbps (1 month),IDR,"Rp 402,661",EUR,(€25),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,40” flat screen tv,IDR,"Rp 4,227,830",EUR,(€258),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,"Microwave 800/900 watt (bosch, panasonic, lg, sharp, or equivalent brands)",IDR,"Rp 1,358,260",EUR,(€83),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,Laundry detergent (3 l. ~ 100 oz.),IDR,"Rp 56,742",EUR,(€3.46),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Housing,Hourly rate for cleaning help,IDR,"Rp 77,300",EUR,(€4.71),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Clothes,1 pair of jeans (levis 501 or similar),IDR,"Rp 624,572",EUR,(€38),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Clothes,"1 summer dress in a high street store (zara, h&m or similar retailers)",IDR,"Rp 443,680",EUR,(€27),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Clothes,"1 pair of sport shoes (nike, adidas, or equivalent brands)",IDR,"Rp 1,181,040",EUR,(€72),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Clothes,1 pair of men’s leather business shoes,IDR,"Rp 1,298,040",EUR,(€79),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Transportation,"Volkswagen golf 1.4 tsi 150 cv (or equivalent), with no extras, new",IDR,"Rp 535,705,000",EUR,"(€32,637)",1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Transportation,1 liter (1/4 gallon) of gas,IDR,"Rp 12,479",EUR,(€0.76),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Transportation,Monthly ticket public transport,IDR,"Rp 150,291",EUR,(€9),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Personal Care,"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",IDR,"Rp 36,367",EUR,(€2.22),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Personal Care,1 box of antibiotics (12 doses),IDR,"Rp 60,467",EUR,(€3.68),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Personal Care,Short visit to private doctor (15 minutes),IDR,"Rp 351,050",EUR,(€21),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Personal Care,"1 box of 32 tampons (tampax, ob, ...)",IDR,"Rp 130,123",EUR,(€8),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Personal Care,"Deodorant, roll-on (50ml ~ 1.5 oz.)",IDR,"Rp 21,655",EUR,(€1.32),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Personal Care,Hair shampoo 2-in-1 (400 ml ~ 12 oz.),IDR,"Rp 34,558",EUR,(€2.11),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Personal Care,4 rolls of toilet paper,IDR,"Rp 30,035",EUR,(€1.83),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Personal Care,Tube of toothpaste,IDR,"Rp 15,580",EUR,(€0.95),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Personal Care,Standard men's haircut in expat area of the city,IDR,"Rp 88,350",EUR,(€5.38),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,Basic dinner out for two in neighborhood pub,IDR,"Rp 216,012",EUR,(€13),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,2 tickets to the movies,IDR,"Rp 104,481",EUR,(€6),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,2 tickets to the theater (best available seats),IDR,"Rp 300,249",EUR,(€18),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,"Dinner for two at an italian restaurant in the expat area including appetisers, main course, wine and dessert",IDR,"Rp 383,761",EUR,(€23),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,1 cocktail drink in downtown club,IDR,"Rp 162,937",EUR,(€10),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,Cappuccino in expat area of the city,IDR,"Rp 36,298",EUR,(€2.21),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,1 beer in neighbourhood pub (500ml or 1pt.),IDR,"Rp 40,791",EUR,(€2.49),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,Ipad wi-fi 128gb,IDR,"Rp 9,505,300",EUR,(€579),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,1 min. of prepaid mobile tariff (no discounts or plans),IDR,"Rp 2,029",EUR,(€0.12),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,1 month of gym membership in business district,IDR,"Rp 496,553",EUR,(€30),1.251.386 M€,"188,4 $","166,4 €"
66,INDONESIA,Entertainment,1 package of marlboro cigarettes,IDR,"Rp 35,112",EUR,(€2.14),1.251.386 M€,"188,4 $","166,4 €"
67,MALAYSIA,Food,Basic lunchtime menu (including a drink) in the business district,MYR,RM21,EUR,(€4.21),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,Combo meal in fast food restaurant (big mac meal or similar),MYR,RM18,EUR,(€3.74),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,500 gr (1 lb.) of boneless chicken breast,MYR,RM10,EUR,(€1.99),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,1 liter (1 qt.) of whole fat milk,MYR,RM7,EUR,(€1.37),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,"12 eggs, large",MYR,RM7,EUR,(€1.46),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,1 kg (2 lb.) of tomatoes,MYR,RM9,EUR,(€1.90),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,500 gr (16 oz.) of local cheese,MYR,RM20,EUR,(€4.15),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,1 kg (2 lb.) of apples,MYR,RM13,EUR,(€2.61),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,1 kg (2 lb.) of potatoes,MYR,RM7,EUR,(€1.42),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,0.5 l (16 oz) domestic beer in the supermarket,MYR,RM13,EUR,(€2.69),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,"1 bottle of red table wine, good quality",MYR,RM70,EUR,(€14),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,2 liters of coca-cola,MYR,RM5.05,EUR,(€1.03),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Food,Bread for 2 people for 1 day,MYR,RM3.33,EUR,(€0.68),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in expensive area,MYR,"RM2,907",EUR,(€595),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,MYR,"RM1,823",EUR,(€373),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,"Utilities 1 month (heating, electricity, gas ...) for 2 people in 85m2 flat",MYR,RM255,EUR,(€52),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,MYR,"RM2,078",EUR,(€425),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,MYR,"RM1,297",EUR,(€265),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,"Utilities 1 month (heating, electricity, gas ...) for 1 person in 45 m2 (480 sqft) studio",MYR,RM973,EUR,(€199),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,Internet 8 mbps (1 month),MYR,RM75,EUR,(€15),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,40” flat screen tv,MYR,"RM2,119",EUR,(€434),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,"Microwave 800/900 watt (bosch, panasonic, lg, sharp, or equivalent brands)",MYR,RM674,EUR,(€138),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,Laundry detergent (3 l. ~ 100 oz.),MYR,RM23,EUR,(€4.78),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Housing,Hourly rate for cleaning help,MYR,RM33,EUR,(€7),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Clothes,1 pair of jeans (levis 501 or similar),MYR,RM243,EUR,(€50),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Clothes,"1 summer dress in a high street store (zara, h&m or similar retailers)",MYR,RM85,EUR,(€17),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Clothes,"1 pair of sport shoes (nike, adidas, or equivalent brands)",MYR,RM407,EUR,(€83),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Clothes,1 pair of men’s leather business shoes,MYR,RM877,EUR,(€179),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Transportation,"Volkswagen golf 1.4 tsi 150 cv (or equivalent), with no extras, new",MYR,"RM163,130",EUR,"(€33,374)",315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Transportation,1 liter (1/4 gallon) of gas,MYR,RM2.25,EUR,(€0.46),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Transportation,Monthly ticket public transport,MYR,RM46,EUR,(€9),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Personal Care,"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",MYR,RM9,EUR,(€1.91),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Personal Care,1 box of antibiotics (12 doses),MYR,RM17,EUR,(€3.54),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Personal Care,Short visit to private doctor (15 minutes),MYR,RM97,EUR,(€20),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Personal Care,"1 box of 32 tampons (tampax, ob, ...)",MYR,RM44,EUR,(€9),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Personal Care,"Deodorant, roll-on (50ml ~ 1.5 oz.)",MYR,RM11,EUR,(€2.17),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Personal Care,Hair shampoo 2-in-1 (400 ml ~ 12 oz.),MYR,RM14,EUR,(€2.85),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Personal Care,4 rolls of toilet paper,MYR,RM20,EUR,(€4.16),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Personal Care,Tube of toothpaste,MYR,RM7,EUR,(€1.41),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Personal Care,Standard men's haircut in expat area of the city,MYR,RM36,EUR,(€7),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Entertainment,Basic dinner out for two in neighborhood pub,MYR,RM127,EUR,(€26),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Entertainment,2 tickets to the movies,MYR,RM41,EUR,(€8),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Entertainment,2 tickets to the theater (best available seats),MYR,RM211,EUR,(€43),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Entertainment,"Dinner for two at an italian restaurant in the expat area including appetisers, main course, wine and dessert",MYR,RM204,EUR,(€42),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Entertainment,1 cocktail drink in downtown club,MYR,RM85,EUR,(€17),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Entertainment,Cappuccino in expat area of the city,MYR,RM18,EUR,(€3.72),315.188 M€,"359,3 $","317,9 €"
67,MALAYSIA,Entertainment,1 beer in neighbourhood pub (500ml or 1pt.),MYR,RM22,EUR,(€4.40),315.188 M€,"359,3 $","317,9 €"
